Account_ID,Customer_Name,Age,Gender,Account_Type,Balance,Transaction_Amount,Transaction_Type,Transaction_Date,Branch,IFSC_Code,Loan_Status,Credit_Score,KYC_Status,Account_Status
A12654,Priya,61,Female,Savings,133353,10448,Credit,2022-04-30,Mumbai,HDFC001,Approved,674,Pending,
A11876,Neha,59,Female,Savings,29592,28941,Debit,2025-12-10,,AXIS004,Approved,666,Pending,Active
A10172,Ravi,44,Other,Current,90109,1933,Debit,2023-10-22,Pune,AXIS004,,860,Rejected,Dormant
A12643,,45,Female,Savings,168298,43897,Credit,2024-05-04,Delhi,ICICI003,Pending,406,Pending,Dormant
A11143,John,41,Female,Current,-1419,2189,Debit,2024-01-30,Pune,HDFC001,,306,Verified,Closed
A11591,John,44,,Loan,110894,23709,,2023-08-17,Chennai,HDFC001,Pending,430,,
A11378,Sara,27,Male,Credit,5240,3803,,2024-02-16,Delhi,SBI002,Approved,867,Pending,Closed
A13483,Neha,51,,Credit,134450,405,,2022-05-22,Pune,HDFC001,Rejected,300,Pending,Dormant
A12349,Sara,44,Female,Savings,191147,-10835,,2025-11-21,Chennai,HDFC001,Rejected,748,Pending,Closed
A13042,Priya,59,,Loan,146018,15598,Debit,2021-07-13,Pune,,Approved,665,Verified,
A11361,Sara,65,Male,,78902,38999,Debit,2024-09-13,Pune,HDFC001,Pending,789,,Closed
A13483,,49,Female,Credit,66278,-264,,2023-08-27,Bangalore,HDFC001,,487,Rejected,Active
A10432,Priya,58,Other,Loan,58293,25207,,2023-09-16,Bangalore,SBI002,Approved,869,Verified,
A12007,Sara,49,Male,Credit,166614,25973,Debit,2024-08-09,,AXIS004,Pending,721,Rejected,Dormant
A12910,Amit,26,,Savings,194244,-12511,Credit,2023-10-21,Pune,ICICI003,,656,Rejected,
A11413,Ravi,67,Male,,60467,6338,Credit,2025-02-14,Pune,SBI002,,823,Rejected,Closed
A10377,Neha,54,,Credit,72350,40399,Debit,2025-07-28,Chennai,HDFC001,Rejected,661,Pending,Active
A10231,John,35,,Loan,143910,23133,Credit,2025-06-18,Chennai,HDFC001,Approved,693,,Active
A10737,Amit,48,Other,Current,36247,24630,,2025-08-21,Pune,SBI002,,300,,
A10881,Amit,19,Female,Credit,49006,31725,Debit,2023-09-09,Mumbai,SBI002,Rejected,301,Verified,Closed
A10994,Amit,47,Other,Current,7466,-12843,Debit,2022-09-30,Chennai,,Rejected,695,,Active
A11820,John,71,Other,Loan,149149,17870,,2022-05-04,Delhi,ICICI003,Approved,795,,Closed
A13316,Amit,34,Other,Credit,74655,38878,Debit,2021-05-23,Pune,SBI002,Rejected,847,Rejected,Dormant
A13137,Amit,38,Male,,173284,23200,,2021-07-02,Bangalore,AXIS004,,818,Rejected,Dormant
A12116,John,26,Other,Savings,194795,-5570,Debit,2021-02-04,Delhi,,,487,Pending,Dormant
A12773,Ravi,73,,Savings,10838,18184,,2022-11-19,Chennai,HDFC001,,804,,Closed
A12504,,54,Male,Loan,45048,19610,Credit,2025-08-24,Mumbai,ICICI003,Approved,516,Pending,Closed
A11788,Priya,47,,,68393,-18170,Debit,2023-01-02,Bangalore,ICICI003,,366,,
A10370,Amit,61,,,30173,28601,Credit,2021-05-21,Chennai,AXIS004,Approved,357,,
A12977,Neha,62,,Savings,183913,31042,,2021-08-12,,SBI002,Rejected,582,Pending,Active
A11398,Ravi,33,Female,Current,117044,47511,Credit,2022-07-30,Pune,,Rejected,413,,Closed
A11584,John,31,Female,Loan,188643,15945,Credit,2025-01-27,Pune,ICICI003,Rejected,515,Pending,Dormant
A11123,Ravi,43,Female,,199314,4410,Credit,2024-01-05,Pune,AXIS004,Pending,646,Rejected,Dormant
A11605,Ravi,55,,Credit,150364,10643,Debit,2025-03-12,Chennai,HDFC001,Pending,689,Verified,Closed
A11985,Sara,34,Male,Loan,193761,40843,,2024-06-14,Mumbai,SBI002,Rejected,708,Verified,Active
A11635,John,68,,Savings,147512,11943,Credit,2021-06-27,Pune,SBI002,Approved,675,Pending,Closed
A12119,Ravi,29,,Credit,43687,21374,Debit,2022-01-05,,HDFC001,,406,Pending,Active
A12561,John,64,Other,Loan,73388,12873,,2024-12-11,Delhi,SBI002,Approved,727,Verified,Dormant
A10129,Priya,20,Male,Loan,113820,-17266,Debit,2024-09-20,Pune,,,692,Rejected,Closed
A10199,Amit,51,Female,Current,5473,9775,,2022-04-27,Delhi,AXIS004,Pending,530,Verified,Closed
A11124,,46,,Credit,102619,-7997,,2021-08-08,Chennai,AXIS004,Rejected,489,Rejected,Closed
A12637,John,44,Other,Savings,95762,18936,Credit,2023-04-08,Mumbai,ICICI003,Rejected,712,Pending,
A13250,Ravi,59,Male,Loan,168111,6991,,2022-08-21,Pune,ICICI003,Rejected,377,Verified,
A11435,John,19,Other,Current,38833,12418,,2021-09-09,Bangalore,,Approved,413,Rejected,Dormant
A10096,Sara,44,,Savings,53005,1290,Debit,2021-12-20,Delhi,,Rejected,520,Pending,Closed
A11579,,26,Other,Credit,80870,1856,Credit,2024-06-12,Bangalore,ICICI003,Pending,406,Verified,Active
A12402,Priya,37,Other,Savings,135284,30200,Credit,2025-03-18,Mumbai,,Rejected,852,Rejected,Dormant
A11325,Sara,45,Male,Credit,45941,45295,,2021-01-20,Pune,HDFC001,Rejected,897,Pending,Active
A10100,Sara,,Other,Savings,150006,27275,,2024-11-20,Bangalore,HDFC001,Pending,823,Pending,
A10336,Priya,53,Female,Credit,186075,20144,Debit,2025-07-27,,AXIS004,Approved,595,Verified,Dormant
A10112,Priya,40,Male,Loan,83118,-1139,,2023-02-17,Mumbai,HDFC001,Pending,389,Rejected,Closed
A13306,,43,Male,Credit,141516,9476,Credit,2023-03-07,Chennai,SBI002,Approved,537,Rejected,Closed
A10889,Priya,42,Female,Savings,188685,42819,Credit,2023-04-28,Delhi,AXIS004,Approved,711,Pending,Active
A12987,John,62,Female,,49868,-15170,,2022-12-07,Chennai,ICICI003,Pending,774,,Dormant
A12568,Ravi,38,,Savings,74852,37660,Credit,2023-05-18,Delhi,SBI002,,524,Pending,Dormant
A12259,Amit,54,Male,Savings,194031,3421,,2021-01-01,,,,875,Rejected,
A12990,Neha,71,Other,Savings,51040,45106,Debit,2024-09-22,Delhi,SBI002,Pending,835,Pending,Closed
A12624,Amit,42,Female,,142090,22399,,2025-05-28,,SBI002,Pending,331,,Active
A10372,,48,,Savings,90768,42612,,2024-07-21,Chennai,ICICI003,,625,,
A13168,Priya,30,,Savings,59270,43758,,2023-01-13,Mumbai,,,838,,
A11506,Sara,70,Female,Loan,24898,36645,Credit,2025-10-15,,HDFC001,,399,Rejected,
A10875,Priya,73,,Current,109959,-17172,,2025-11-23,Chennai,HDFC001,Pending,474,Rejected,Closed
A12437,Ravi,60,Female,,31503,-11051,,2021-02-20,Mumbai,SBI002,Approved,506,Pending,Closed
A10341,Priya,74,Other,,125921,19796,Debit,2024-07-04,Delhi,SBI002,Rejected,487,Rejected,
A12328,Priya,46,,Savings,139193,902,Credit,2021-10-07,Mumbai,ICICI003,Rejected,691,Rejected,
A11026,John,68,Other,,175926,-6025,Credit,2022-07-12,Pune,AXIS004,Pending,866,Pending,Dormant
A12557,John,22,Male,,88727,-12814,,2021-12-04,Chennai,ICICI003,Approved,714,Pending,Active
A13069,Ravi,19,Other,Credit,136184,635,Debit,2022-09-18,Pune,SBI002,Pending,820,Verified,Active
A11132,Ravi,23,,Current,41636,5396,,2024-05-09,,ICICI003,,789,,Active
A12251,Priya,62,Male,,195374,-7916,Debit,2023-10-31,Pune,AXIS004,,483,Pending,Closed
A10243,,39,Male,Current,90299,28625,Credit,2024-10-03,Delhi,SBI002,Approved,832,Pending,Active
A10374,,67,,,80313,35325,Debit,2023-04-22,Chennai,,Pending,342,Verified,Active
A10863,Sara,42,Female,Loan,51566,22647,Credit,2024-10-26,Mumbai,SBI002,Approved,767,,Dormant
A10065,Sara,26,Male,Current,122336,20340,Debit,2021-06-28,,AXIS004,Rejected,534,,Dormant
A12512,,74,,Credit,34421,44943,Debit,2024-08-04,Delhi,ICICI003,Pending,735,Pending,Closed
A12418,Ravi,62,,,78240,44232,Debit,2022-01-27,,AXIS004,Approved,866,Rejected,Dormant
A10210,Sara,66,Male,Savings,114419,49835,,2023-10-19,Delhi,SBI002,,832,,Active
A13470,Priya,48,Female,,101008,27294,Credit,2025-01-22,Mumbai,AXIS004,Pending,574,Pending,Dormant
A11135,,50,,,165079,-16027,Debit,2024-06-15,Pune,HDFC001,Approved,361,,Dormant
A11903,Neha,39,Male,,14483,38370,Credit,2021-07-18,Pune,SBI002,,564,,Dormant
A12245,Priya,21,Male,Current,190110,-8779,,2021-05-08,Mumbai,HDFC001,Rejected,597,Verified,Closed
A10801,John,,Other,,8617,20723,Credit,2024-05-07,Mumbai,ICICI003,Rejected,549,Pending,Dormant
A11154,Sara,71,,Current,95051,45003,Debit,2023-06-11,Mumbai,AXIS004,Rejected,367,Verified,Active
A10539,Sara,38,,Credit,116754,40701,,2025-06-26,Delhi,SBI002,Pending,619,Rejected,
A12792,Sara,35,,Loan,86276,32192,,2022-07-18,,AXIS004,,385,,
A10375,Ravi,35,Male,Loan,-2611,5873,Debit,2022-04-12,Bangalore,AXIS004,Approved,574,Pending,Closed
A13219,Priya,29,,Loan,128945,12251,,2022-03-04,Mumbai,SBI002,Rejected,382,Verified,Active
A10839,Priya,36,Other,,121871,21265,,2024-10-07,Mumbai,HDFC001,Pending,586,Verified,
A12028,Neha,,,Current,194081,33624,,2023-09-13,,SBI002,Rejected,479,,Active
A12845,Priya,53,Male,Loan,127769,49118,,2022-07-15,Delhi,AXIS004,,807,Verified,
A11443,Sara,39,Female,Credit,80148,-8511,,2025-02-18,Pune,SBI002,,424,Rejected,Dormant
A12785,Neha,63,Male,Loan,185380,33822,,2025-10-09,Bangalore,ICICI003,Approved,894,Rejected,Closed
A12352,Neha,61,Female,,59515,-7574,,2023-03-17,Chennai,,Rejected,895,Verified,
A10945,Ravi,52,Other,Savings,86522,35486,Credit,2022-03-09,Mumbai,SBI002,,674,Pending,Active
A10848,Sara,69,Other,Loan,110379,-388,Debit,2024-05-25,Mumbai,SBI002,Pending,453,Verified,
A10184,Neha,51,Other,,23507,22640,Credit,2025-01-15,Delhi,,,711,Verified,Dormant
A10319,Sara,27,Female,,153438,38764,,2023-06-14,Pune,AXIS004,,596,Verified,Closed
A11466,Sara,45,Female,Savings,44642,40389,,2022-05-06,Pune,AXIS004,Approved,490,,
A10901,Priya,41,Female,Loan,153970,12725,,2025-04-29,Mumbai,AXIS004,Pending,417,Rejected,
A11843,,59,Male,Loan,181083,31623,Debit,2025-09-19,Delhi,,Rejected,751,Verified,Active
A11274,Amit,69,,Credit,62415,14559,Debit,2025-04-16,Chennai,HDFC001,Rejected,407,,
A10573,,54,,,164538,761,Debit,2025-01-20,Bangalore,AXIS004,,372,,Dormant
A13178,John,66,Male,Loan,121017,37459,,2025-06-05,Chennai,SBI002,Approved,825,Rejected,Closed
A12515,Sara,51,Other,Loan,72248,-19249,,2022-10-24,Chennai,SBI002,Pending,586,Pending,
A13345,Priya,29,Other,Current,153710,-2967,,2025-07-29,Pune,HDFC001,Pending,618,Pending,Active
A12093,Ravi,63,,Savings,158064,20126,Credit,2024-07-01,Chennai,SBI002,Approved,672,Verified,Closed
A10992,Priya,26,,Credit,139310,17232,Credit,2025-05-24,,ICICI003,,321,Rejected,Active
A11598,John,61,Male,Savings,3812,45140,Credit,2025-08-22,,HDFC001,,872,Verified,Dormant
A13094,Ravi,64,Male,Current,146833,-3896,Credit,2025-03-13,Delhi,SBI002,Rejected,372,,Active
A11249,Ravi,47,,Current,13333,20141,Debit,2021-12-10,Pune,,,363,,
A12821,Ravi,51,Male,Current,99666,12141,Credit,2022-01-05,Delhi,,,452,Rejected,Dormant
A11356,Amit,65,,Loan,38063,-8582,Credit,2025-09-15,Chennai,SBI002,Pending,461,Pending,
A11597,John,32,Other,Savings,152590,16418,Credit,2022-01-13,Delhi,,Rejected,624,Rejected,Closed
A12218,Ravi,48,Male,Savings,160109,-17108,,2025-09-21,,AXIS004,,514,Rejected,Closed
A10759,Priya,64,Male,,56635,35178,,2024-05-02,Delhi,HDFC001,Rejected,833,Rejected,Active
A10400,Priya,49,Other,Loan,61020,18907,Credit,2022-01-06,Chennai,,Approved,464,Verified,Active
A13387,Amit,41,,Credit,137835,-1641,Debit,2022-01-27,,HDFC001,Approved,342,Rejected,Active
A10273,John,61,Male,Credit,162336,39,Debit,2021-11-26,Bangalore,HDFC001,,370,,Closed
A13268,Priya,39,Male,,128864,-18927,Debit,2023-03-19,Bangalore,HDFC001,Pending,866,Rejected,Closed
A11340,Ravi,20,Female,Current,167783,-7187,,2023-10-08,Pune,SBI002,Approved,852,,Dormant
A11689,Ravi,44,,Loan,86454,15796,,2021-08-26,Bangalore,HDFC001,,583,Pending,Dormant
A11166,Sara,54,Male,Savings,19246,19117,Credit,2024-08-01,Chennai,AXIS004,Approved,677,Pending,Active
A10877,John,64,Male,,129836,28555,Debit,2025-04-02,Pune,ICICI003,Rejected,541,,Active
A10181,Priya,27,Other,Savings,161015,-18732,,2025-04-06,Delhi,HDFC001,,460,Rejected,Closed
A10081,Neha,19,,Savings,141300,17230,Debit,2021-09-18,Pune,,Rejected,385,,
A12246,Ravi,74,,Savings,17249,5583,Debit,2024-12-14,Chennai,HDFC001,Pending,881,,
A10028,Ravi,21,,Current,91935,40138,,2023-04-08,Delhi,,Pending,766,,
A12532,Ravi,35,Male,Credit,174643,45460,Debit,2025-03-11,Pune,,,526,Rejected,Active
A10484,Sara,19,,Current,129057,39747,Debit,2025-02-21,,AXIS004,Rejected,795,Pending,Dormant
A12388,Priya,66,Other,Current,69426,3038,Credit,2021-08-22,Pune,AXIS004,Approved,346,Rejected,Closed
A10498,Sara,48,Female,Credit,195892,17425,Credit,2022-04-09,Pune,,Pending,528,Pending,Dormant
A10178,Sara,52,Female,Credit,93249,14685,Credit,2022-09-15,Bangalore,ICICI003,Approved,707,Pending,Dormant
A12229,John,51,Male,,27565,39634,,2021-12-22,Chennai,SBI002,Rejected,499,,Active
A11802,Amit,65,,Current,1021,-9653,Credit,2024-09-18,Bangalore,HDFC001,Approved,740,Verified,
A13003,John,66,Other,Loan,105427,-2311,Debit,2024-05-15,Delhi,AXIS004,Pending,552,,Closed
A11438,Amit,28,,Savings,98518,-1972,Debit,2024-04-17,Mumbai,HDFC001,,729,Pending,Active
A11851,Neha,,Female,Loan,174801,43328,,2025-09-28,,SBI002,,365,Verified,Active
A11166,John,24,Other,Loan,52443,35004,Credit,2022-01-25,Pune,,Pending,828,,
A12035,Priya,23,,Loan,179767,12171,,2023-07-17,Bangalore,SBI002,Pending,424,,
A11456,,60,Female,Credit,127281,29256,Debit,2021-02-20,Chennai,,,581,Verified,Active
A10632,Priya,24,Other,,159807,38513,Credit,2021-03-18,Chennai,,Approved,689,Verified,
A11405,Priya,59,Other,Current,141799,44676,Credit,2022-12-06,Chennai,SBI002,Pending,689,Verified,
A11080,Priya,56,,Credit,105493,-2233,,2021-01-27,Delhi,ICICI003,,380,Rejected,Active
A10449,Ravi,23,Other,,94119,18792,Debit,2024-01-17,Pune,AXIS004,Approved,847,Pending,Active
A11896,Neha,48,Female,,167716,5931,Credit,2023-11-05,,SBI002,Pending,848,Verified,Closed
A13013,,26,Other,,71266,21903,Debit,2023-03-05,Pune,HDFC001,Pending,489,Rejected,
A12191,Ravi,35,Female,,58900,-15540,Debit,2025-06-04,,AXIS004,Pending,806,Pending,Closed
A10631,Amit,73,,Savings,116345,22469,,2022-08-08,Bangalore,HDFC001,,366,Rejected,Closed
A13049,Sara,40,,Savings,53106,29779,Credit,2022-10-30,Delhi,SBI002,,713,,Dormant
A12356,Amit,21,Female,Credit,124152,-9644,Credit,2021-06-13,Mumbai,SBI002,,580,Rejected,Active
A12336,John,33,Other,Current,62505,-7011,Credit,2023-06-13,Delhi,SBI002,Approved,496,,Closed
A13159,Priya,56,,Current,78401,-6637,Credit,2021-10-07,Chennai,,Pending,617,Rejected,Dormant
A11998,Neha,64,Female,Credit,35235,46629,Debit,2022-12-17,Chennai,SBI002,Pending,811,,Closed
A12978,Priya,70,Other,Current,155676,24865,Debit,2021-04-18,Delhi,ICICI003,Approved,638,,Active
A11565,Neha,48,Female,Credit,180052,45288,Debit,2023-06-21,,ICICI003,Pending,307,Verified,Dormant
A12099,Neha,24,,Current,135509,19827,Debit,2023-02-10,Pune,ICICI003,Approved,361,Rejected,Active
A10437,,47,Female,Loan,85400,46872,Credit,2024-04-19,Bangalore,AXIS004,Approved,337,Verified,Closed
A12820,Amit,40,Other,Savings,6632,27637,Debit,2024-07-21,Bangalore,ICICI003,Pending,447,Verified,Active
A11216,John,28,Other,Credit,102136,-9200,Credit,2024-06-06,Delhi,,,812,Pending,
A12202,Sara,46,Other,,106561,2367,Credit,2024-04-06,Bangalore,AXIS004,Pending,712,Verified,Dormant
A11492,Neha,25,,Current,196728,47657,Debit,2023-08-26,Mumbai,,Rejected,552,,Dormant
A12437,Sara,45,Male,Credit,164262,-10330,Debit,2021-04-08,,AXIS004,,597,Rejected,Active
A12426,Neha,66,,Loan,194968,10589,Debit,2022-11-03,Bangalore,HDFC001,,532,Rejected,Closed
A12904,Neha,37,Female,Loan,176211,47360,Debit,2025-04-14,Chennai,,Approved,683,Verified,Closed
A12321,Amit,20,,Savings,53986,47649,,2023-06-27,,ICICI003,,649,Verified,Dormant
A11988,Ravi,69,Other,Credit,170228,18963,Debit,2025-07-18,Bangalore,,Approved,731,Rejected,Active
A12360,Neha,25,Male,Credit,77789,7548,Credit,2021-07-08,Delhi,AXIS004,Rejected,377,Pending,Dormant
A12208,Ravi,30,Other,Current,13920,28838,Credit,2025-11-07,Mumbai,ICICI003,,554,Pending,Active
A11265,Amit,69,,,15756,-8511,Debit,2023-06-04,Delhi,AXIS004,Pending,509,Rejected,Closed
A10337,Neha,37,Other,Loan,28928,-3084,Debit,2021-10-12,Delhi,ICICI003,Rejected,780,Pending,Closed
A11608,,69,Male,,160262,6221,,2022-10-30,Pune,HDFC001,Approved,513,,
A10073,Priya,48,Male,Loan,568,34778,,2021-03-29,Chennai,,Pending,484,,Dormant
A10740,John,48,,Current,157384,13761,Credit,2022-05-11,Bangalore,,Rejected,303,Pending,Closed
A11439,Neha,45,Male,Savings,76909,41903,Debit,2024-05-21,Chennai,SBI002,Pending,428,Verified,Active
A12398,Neha,33,Female,Credit,133192,4249,Credit,2022-03-23,Delhi,ICICI003,Approved,819,Pending,Dormant
A13401,,65,,Loan,38443,28786,Debit,2025-03-13,Pune,AXIS004,Approved,842,,
A10364,John,41,Female,Loan,76167,-15743,Debit,2022-09-04,Pune,ICICI003,Rejected,794,Verified,
A13248,John,48,,Credit,30211,41634,Debit,2024-06-28,Mumbai,SBI002,,401,Verified,Active
A10739,Neha,37,Other,Savings,134696,-16543,Debit,2023-01-07,Mumbai,HDFC001,Approved,600,Pending,Dormant
A11440,Sara,26,Male,Loan,157627,48458,Debit,2022-01-16,,SBI002,Pending,770,Rejected,
A11294,Amit,31,Other,,59866,-11973,Credit,2024-07-07,,,Rejected,691,,
A10573,Priya,56,Other,Current,180912,26340,,2022-12-18,,HDFC001,,373,Pending,Active
A13415,,56,Other,Savings,113390,-14933,,2024-02-18,Pune,ICICI003,Pending,856,Pending,
A10416,Sara,20,Male,,64059,-5277,Debit,2024-03-31,Delhi,HDFC001,Approved,831,Verified,Closed
A12360,Priya,60,,Loan,25548,27346,Debit,2022-05-02,Pune,AXIS004,,477,Rejected,
A10412,Neha,69,Male,Savings,87973,20926,Debit,2021-11-12,Pune,,Pending,557,Pending,Dormant
A10171,,22,Male,Credit,193287,28309,Debit,2021-03-04,Chennai,SBI002,Pending,829,,Dormant
A11121,Priya,56,Female,Savings,3183,48137,,2022-06-25,Bangalore,HDFC001,Rejected,483,Rejected,Active
A10178,Ravi,23,Female,Loan,147524,-10033,Debit,2021-04-26,Chennai,AXIS004,,868,Verified,Closed
A12862,John,71,Male,Current,83378,36302,,2023-04-30,Pune,SBI002,Rejected,429,,Active
A12156,,64,,,196751,36549,Debit,2025-10-20,,AXIS004,Rejected,479,Pending,
A11864,,68,Male,Credit,39109,38928,Credit,2021-07-06,Delhi,SBI002,Rejected,798,,
A12469,Priya,51,Male,Savings,114139,13617,Debit,2022-06-23,Chennai,AXIS004,Pending,322,Verified,
A12680,Priya,42,,Current,172615,-5184,Credit,2025-02-08,Delhi,HDFC001,,358,Pending,Dormant
A12050,John,62,Female,Current,140697,-9910,Credit,2023-12-27,Delhi,ICICI003,,537,,
A10785,,46,Female,,178369,48454,Credit,2024-08-31,Delhi,,Pending,734,,Closed
A10143,,39,Other,Savings,194879,44991,Credit,2023-06-12,Pune,ICICI003,Rejected,775,Verified,Closed
A10707,Ravi,62,Male,Savings,26413,6412,Credit,2025-08-11,Chennai,SBI002,,480,,Dormant
A11365,Amit,32,Male,,77420,25782,Credit,2024-10-08,Pune,AXIS004,,440,Pending,Dormant
A11520,Priya,68,Female,Current,145304,11614,,2022-12-31,Bangalore,ICICI003,Approved,325,,Dormant
A10754,,70,Female,Savings,31879,-14452,,2023-09-15,Pune,SBI002,Pending,812,Verified,Closed
A13165,Amit,22,Other,Credit,196475,36924,Credit,2022-06-09,Pune,,Rejected,809,,Dormant
A11893,Neha,59,Male,Loan,106470,17248,Credit,2025-02-28,Mumbai,AXIS004,Approved,768,,Active
A13192,Neha,35,Female,Savings,169041,-9431,Credit,2024-09-10,Bangalore,SBI002,Pending,580,Verified,
A12710,John,33,,Credit,17833,37750,Credit,2023-10-27,Bangalore,AXIS004,,676,Rejected,Closed
A11234,Ravi,43,Male,Current,145575,43673,,2022-07-21,,AXIS004,,739,Pending,Dormant
A10823,Ravi,54,Female,,21097,16532,,2025-05-06,Bangalore,,Approved,530,Rejected,Dormant
A12225,Sara,30,,Credit,176977,19282,,2024-11-29,,SBI002,,364,Verified,Closed
A11050,Amit,56,Other,Credit,79203,-5684,Credit,2025-08-19,Chennai,SBI002,Rejected,418,Verified,Active
A10760,Priya,47,Male,Savings,184698,45700,Credit,2024-11-12,Delhi,AXIS004,Rejected,646,Verified,
A10644,Amit,48,,,129070,49703,Credit,2021-07-12,,HDFC001,Rejected,396,Verified,Dormant
A13181,Neha,52,Other,,60035,812,Credit,2021-04-09,Mumbai,ICICI003,,816,Verified,Closed
A10089,Neha,37,,Credit,193514,20235,,2022-01-05,,HDFC001,Approved,402,Verified,Dormant
A11050,,60,Female,Credit,117092,31202,,2025-01-21,Delhi,SBI002,Approved,432,Rejected,Closed
A12291,Amit,37,Male,Current,54594,20054,Credit,2022-11-09,,ICICI003,Approved,735,Pending,
A11619,Sara,49,Female,Savings,69859,22337,,2021-01-02,Pune,HDFC001,Approved,780,Verified,
A12638,,59,Female,,108472,31249,Debit,2024-12-24,Delhi,AXIS004,Rejected,502,,Dormant
A10658,Neha,54,Female,Loan,65347,35487,Credit,2022-04-20,Delhi,ICICI003,Approved,847,Pending,Dormant
A13193,Neha,59,,Credit,155779,45021,,2022-06-21,Delhi,HDFC001,Approved,351,Pending,Dormant
A12656,,29,,Loan,78879,-6678,,2024-03-21,Mumbai,,Pending,359,Verified,Active
A12395,Priya,25,,Credit,134346,15235,Credit,2023-05-16,Bangalore,HDFC001,Approved,465,Verified,
A12852,Sara,23,,,192558,8532,,2023-07-16,Mumbai,SBI002,Rejected,352,Rejected,
A13430,Priya,31,,Savings,171701,31639,Credit,2021-05-17,Chennai,SBI002,Approved,464,Verified,Closed
A13476,,52,Other,Loan,85424,-1149,Debit,2025-09-21,Delhi,HDFC001,Pending,514,Verified,Closed
A11407,Priya,64,Male,Current,77032,37291,Debit,2025-02-20,Bangalore,SBI002,Pending,516,Pending,Dormant
A11516,John,50,Female,,195044,-8901,Credit,2021-06-09,Bangalore,,Approved,348,Pending,Closed
A10387,Amit,50,Female,Loan,87399,-5280,Credit,2022-03-29,Delhi,HDFC001,Rejected,782,Pending,
A11682,Ravi,46,Other,Credit,142888,-14212,Debit,2023-09-02,Mumbai,SBI002,Pending,479,Verified,Active
A10205,Ravi,30,,Savings,123762,38736,Debit,2023-01-04,,,Pending,808,Rejected,
A12099,Ravi,47,,Credit,123799,10128,Debit,2025-04-15,,SBI002,Rejected,744,,Dormant
A10561,Ravi,69,Male,Savings,15032,18767,Credit,2024-02-04,,,Pending,473,,Active
A12529,Ravi,28,Female,Credit,158064,-14374,Credit,2022-03-29,,HDFC001,,535,,Closed
A11682,John,60,Female,Loan,187035,48940,,2025-03-19,Delhi,HDFC001,Pending,479,Verified,
A12316,Amit,73,,Current,76354,9413,Debit,2022-02-01,Pune,SBI002,Rejected,402,,Closed
A12671,,27,Male,Credit,56265,-6394,Debit,2022-10-09,Chennai,SBI002,Approved,749,,Closed
A12279,Neha,69,Male,Loan,191654,21762,Credit,2023-06-29,Mumbai,SBI002,Pending,764,Verified,Active
A12914,,67,Other,Loan,7135,34202,,2022-01-07,Bangalore,ICICI003,Pending,382,Verified,Dormant
A12861,Ravi,37,Female,Credit,71122,-2205,Debit,2024-12-25,Chennai,,,331,,Dormant
A12113,,40,Other,Current,126493,-13972,Debit,2021-09-21,,ICICI003,Approved,481,Verified,Dormant
A12136,Sara,41,,Savings,36542,11712,,2022-05-09,Mumbai,,,646,,Active
A12320,Ravi,48,Other,Loan,29906,44274,Debit,2025-05-07,Pune,SBI002,Pending,483,,
A12349,John,70,Male,Loan,18094,7327,Debit,2022-08-22,Chennai,AXIS004,Pending,648,Rejected,Closed
A12431,Amit,31,,Loan,146619,7063,Credit,2024-02-03,Pune,,Approved,350,Verified,Closed
A12267,Sara,68,Other,Loan,16146,945,,2024-02-06,Bangalore,HDFC001,,751,Pending,Dormant
A10165,Ravi,49,,Credit,142330,9576,Debit,2025-12-04,Chennai,AXIS004,Pending,791,,Closed
A10434,John,34,Female,Savings,129441,43042,,2025-05-26,,HDFC001,,862,Pending,Closed
A12456,Ravi,36,Female,Credit,143036,8774,,2021-03-08,Chennai,AXIS004,,816,Rejected,Closed
A11968,Ravi,19,Female,Current,168898,-15846,,2022-11-27,Delhi,ICICI003,,675,Verified,Active
A11228,Sara,33,Male,Savings,33515,24577,Credit,2025-12-14,Bangalore,HDFC001,Pending,492,Rejected,
A11028,John,50,Male,,159707,16592,Credit,2023-07-10,,SBI002,,354,Verified,
A11008,Amit,32,Female,Current,-361,12613,Debit,2025-11-30,Bangalore,AXIS004,Pending,510,Rejected,Closed
A10947,John,27,Female,Credit,159552,35635,Credit,2025-04-09,Delhi,AXIS004,Approved,375,Pending,Closed
A11198,Amit,24,Male,Loan,167326,-7018,Debit,2025-06-20,Mumbai,HDFC001,Rejected,519,Pending,
A13112,,69,,Credit,173832,4903,,2024-11-19,Pune,SBI002,,813,Rejected,Closed
A13313,Amit,65,,Credit,156891,-13392,Debit,2021-09-03,,AXIS004,Pending,469,,Closed
A12442,Amit,21,Female,Credit,91015,7614,,2025-12-03,Delhi,ICICI003,Approved,496,Verified,
A13483,Amit,24,Female,Current,4536,6457,Debit,2024-01-24,Delhi,,Rejected,756,Pending,Dormant
A13406,John,72,Other,,35380,13101,,2023-10-31,Bangalore,AXIS004,Rejected,764,Pending,
A10870,,33,Male,Loan,75891,4546,,2023-02-07,Chennai,AXIS004,Rejected,692,Verified,Closed
A11421,Sara,47,,Loan,52510,33236,Debit,2023-03-30,Pune,SBI002,Pending,846,Rejected,Dormant
A10726,Amit,39,Male,Credit,28554,734,Debit,2024-02-17,Mumbai,,Pending,522,Rejected,
A11295,Neha,69,Female,Credit,48017,-15887,,2024-06-15,Pune,ICICI003,Approved,778,,Active
A13101,Amit,28,Other,Credit,185633,22537,Debit,2023-04-23,Chennai,,Approved,578,,Active
